flight_id,People_on_a_board,average_sum
2174,135,1221400.00
2175,133,1249200.00
2176,121,1162800.00
2177,159,1552900.00
2178,166,1604000.00
2179,145,1337700.00
2180,139,1293800.00
2181,141,1352500.00
2182,159,1525000.00
2183,151,1452400.00
2184,136,1298700.00
2185,147,1380000.00
2186,136,1300800.00
2187,155,1494800.00
2188,137,1323700.00
2189,154,1488300.00
2190,155,1481900.00
2191,134,1257800.00
2192,142,1344700.00
2193,157,1524900.00
2194,151,1451000.00
2195,161,1539400.00
2196,58,548400.00
2197,147,1395000.00
2198,146,1345600.00
2199,144,1415600.00
2200,146,1429300.00
2201,161,1538700.00
2202,150,1445900.00
2203,159,1537900.00
2204,155,1437600.00
2205,151,1453100.00
2206,136,1258600.00
2207,8,101200.00
2208,80,766800.00
2209,140,1356800.00
2210,146,1373500.00
2211,138,1288000.00
2212,127,1251000.00
2213,144,1372000.00
2214,155,1494800.00
2215,151,1453100.00
2216,154,1503300.00
2217,161,1538700.00
2218,140,1357500.00
2219,157,1509900.00
2220,152,1431700.00
2221,150,1445200.00
2222,148,1444400.00
2223,142,1415500.00
2224,141,1336100.00
2225,135,1350800.00
2226,167,1611200.00
2227,160,1545100.00
2228,151,1467400.00
2229,143,1381200.00
2230,149,1438000.00
2231,147,1437900.00
2232,146,1429300.00
2233,151,1495300.00
2234,153,1466800.00
2235,165,1581800.00
2236,148,1431500.00
2237,147,1395000.00
2238,146,1400700.00
2239,148,1400800.00
2240,155,1479800.00
2241,159,1522900.00
2242,145,1336300.00
2243,134,1314300.00
2244,151,1409500.00
2245,135,1292900.00
2246,131,1234100.00
2247,127,1206700.00
2248,144,1373400.00
2249,156,1489100.00
2250,137,1379500.00
2251,154,1488300.00
2252,151,1436700.00
2253,151,1453100.00
2254,151,1438800.00
2255,147,1380000.00
2256,142,1359000.00
2257,145,1378500.00
2258,146,1415700.00
2259,152,1473900.00
2260,149,1423700.00
2261,59,540600.00
2262,154,1488300.00
2263,149,1464500.00
2264,126,1198800.00
2265,144,1388400.00
2266,147,1395000.00
2267,153,1451800.00
2268,134,1286400.00
2269,156,1487700.00
2270,153,1481100.00
2271,143,1393400.00
2272,164,1574600.00
2273,161,1525100.00
2274,155,1494100.00
2275,163,1566700.00
2276,136,1298700.00
2277,68,664700.00
2278,157,1494900.00
2279,153,1496100.00
2280,134,1300000.00
2281,136,1300800.00
2282,149,1452300.00
2283,127,1193100.00
2284,153,1466800.00
2285,168,1618400.00
2286,144,1372700.00
2287,155,1496200.00
2288,149,1409400.00
2289,169,1625600.00
2290,152,1488900.00
2291,141,1408300.00
2292,148,1416500.00
2293,146,1429300.00
2294,17,152400.00
2295,133,1278500.00
2296,138,1299500.00
2297,128,1256800.00
2298,156,1517000.00
2299,154,1489000.00
2300,134,1257100.00
2301,143,1352600.00
2302,154,1487600.00
2303,138,1315200.00
2304,154,1488300.00
2305,153,1467500.00
2306,147,1408600.00
2307,137,1335900.00
2308,163,1553800.00
2309,144,1402000.00
2310,137,1250800.00
2311,149,1436600.00
2312,144,1359100.00
2313,143,1394800.00
2314,159,1510000.00
2315,133,1248500.00
2316,151,1481000.00
2317,133,1323500.00
2318,109,1117900.00
2319,159,1539300.00
2320,147,1381400.00
2321,166,1589700.00
2322,74,706500.00
2323,137,1265100.00
2324,152,1488200.00
2325,144,1387000.00
2326,153,1481100.00
2327,154,1488300.00
2328,138,1343800.00
2329,156,1488400.00
2330,152,1460300.00
2331,149,1422300.00
2332,140,1385400.00
2333,136,1328700.00
2334,151,1451700.00
2335,148,1430100.00
2336,150,1417300.00
2337,153,1424600.00
2338,139,1308100.00
2339,146,1417100.00
2340,146,1359200.00
2341,145,1380600.00
2342,152,1472500.00
2343,157,1481300.00
2344,143,1379800.00
2345,126,1200200.00
2346,49,482900.00
2347,154,1459000.00
2348,145,1422800.00
2349,144,1415600.00
2350,159,1552900.00
2351,147,1408600.00
2352,155,1509100.00
2353,163,1538800.00
2354,139,1335300.00
2355,141,1351100.00
2356,152,1459600.00
2357,160,1531500.00
2358,159,1537900.00
2359,143,1323300.00
2360,128,1256100.00
2361,151,1466000.00
2362,145,1351300.00
2363,137,1337300.00
2364,150,1445200.00
2365,145,1364900.00
2366,149,1438000.00
2367,110,1067200.00
2368,65,628800.00
2369,161,1568000.00
2370,43,383200.00
2371,141,1336800.00
2372,149,1394400.00
2373,152,1502500.00
2374,151,1451000.00
2375,97,989300.00
2376,158,1530000.00
2377,84,1546200.00
2378,71,1264700.00
2379,97,1799500.00
2380,95,1768400.00
2381,89,1590500.00
2382,75,1383300.00
2383,94,1755100.00
2384,85,1590700.00
2385,77,1503500.00
2386,70,1339000.00
2387,87,1590600.00
2388,15,281400.00
2389,84,1547700.00
2390,82,1486900.00
2391,85,1620400.00
2392,85,1589200.00
2393,89,1651400.00
2394,86,1575800.00
2395,81,1500300.00
2396,76,1399600.00
2397,83,1529900.00
2398,88,1636600.00
2399,85,1620400.00
2400,85,1561000.00
2401,46,862000.00
2402,97,1799500.00
2403,91,1651300.00
2404,78,1396500.00
2405,82,1457200.00
2406,80,1487000.00
2407,74,1279400.00
2408,75,1380300.00
2409,96,1784700.00
2410,82,1546300.00
2411,77,1439600.00
2412,74,1368500.00
2413,82,1518100.00
2414,89,1651400.00
2415,84,1544700.00
2416,83,1562600.00
2417,72,1338900.00
2418,84,1604100.00
2419,85,1590700.00
2420,80,1484000.00
2421,75,1383300.00
2422,78,1488600.00
2423,86,1575800.00
2424,83,1561100.00
2425,77,1384700.00
2426,88,1577200.00
2427,94,1755100.00
2428,78,1487100.00
2429,85,1621900.00
2430,78,1515300.00
2431,78,1368300.00
2432,76,1395100.00
2433,79,1442500.00
2434,82,1576000.00
2435,70,1307800.00
2436,91,1709200.00
2437,90,1694400.00
2438,87,1621800.00
2439,87,1650000.00
2440,82,1488400.00
2441,73,1384900.00
2442,82,1518100.00
2443,85,1529800.00
2444,77,1500500.00
2445,90,1636500.00
2446,79,1501900.00
2447,29,548000.00
2448,84,1577400.00
2449,84,1546200.00
2450,88,1666300.00
2451,89,1651400.00
2452,4,118600.00
2453,78,1457400.00
2454,97,1799500.00
2455,67,1266400.00
2456,80,1488500.00
2457,80,1518200.00
2458,83,1440800.00
2459,87,1621800.00
2460,77,1442600.00
2461,81,1503300.00
2462,97,1799500.00
2463,97,1799500.00
2464,87,1590600.00
2465,66,1311000.00
2466,82,1518100.00
2467,93,1740300.00
2468,77,1473800.00
2469,89,1681100.00
2470,89,1679600.00
2471,72,1307700.00
2472,77,1473800.00
2473,80,1516700.00
2474,83,1532900.00
2475,91,1651300.00
2476,76,1368400.00
2477,86,1607000.00
2478,54,1071000.00
2479,90,1664700.00
2480,76,1369900.00
2481,79,1414300.00
2482,85,1531300.00
2483,79,1472200.00
2484,89,1681100.00
2485,81,1562700.00
2486,80,1512200.00
2487,76,1369900.00
2488,79,1473700.00
2489,95,1769900.00
2490,95,1769900.00
2491,81,1501800.00
2492,82,1518100.00
2493,89,1592000.00
2494,81,1503300.00
2495,90,1664700.00
2496,80,1518200.00
2497,87,1651500.00
2498,56,1102100.00
2499,85,1503100.00
2500,79,1414300.00
2501,80,1488500.00
2502,78,1488600.00
2503,77,1444100.00
2504,71,1235000.00
2505,74,1398200.00
2506,81,1500300.00
2507,84,1604100.00
2508,73,1353700.00
2509,52,982000.00
2510,78,1457400.00
2511,72,1368600.00
2512,81,1531500.00
2513,63,1176000.00
2514,92,1725500.00
2515,78,1458900.00
2516,80,1458800.00
2517,45,790800.00
2518,87,1620300.00
2519,71,1294400.00
2520,80,1488500.00
2521,82,1458700.00
2522,81,1501800.00
2523,74,1367000.00
2524,79,1442500.00
2525,72,1399800.00
2526,86,1605500.00
2527,85,1503100.00
2528,84,1605600.00
2529,85,1532800.00
2530,79,1501900.00
2531,81,1559700.00
2532,74,1338800.00
2533,90,1666200.00
2534,86,1577300.00
2535,88,1636600.00
2536,78,1426200.00
2537,89,1651400.00
2538,81,1501800.00
2539,76,1429300.00
2540,82,1488400.00
2541,86,1577300.00
2542,93,1738800.00
2543,81,1384500.00
2544,91,1681000.00
2545,97,1799500.00
2546,90,1636500.00
2547,87,1618800.00
2548,88,1666300.00
2549,89,1649900.00
2550,54,1011600.00
2551,90,1695900.00
2552,74,1368500.00
2553,79,1500400.00
2554,80,1488500.00
2555,78,1427700.00
2556,80,1458800.00
2557,79,1472200.00
2558,81,1500300.00
2559,87,1621800.00
2560,86,1577300.00
2561,85,1562500.00
2562,79,1442500.00
2563,79,1501900.00
2564,78,1458900.00
2565,60,1100400.00
2566,79,1444000.00
2567,83,1562600.00
2568,79,1470700.00
2569,90,1664700.00
2570,91,1710700.00
2571,79,1472200.00
2572,87,1650000.00
2573,86,1605500.00
2574,77,1384700.00
2575,75,1383300.00
2576,83,1532900.00
2577,74,1398200.00
2578,76,1427800.00
2579,80,1515200.00
2580,82,1574500.00
2581,85,1620400.00
2582,93,1710600.00
2583,97,1799500.00
2584,90,1695900.00
2585,52,952300.00
2586,92,1724000.00
2587,85,1621900.00
2588,73,1383400.00
2589,91,1709200.00
2590,77,1441100.00
2591,88,1635100.00
2592,88,1666300.00
2593,79,1442500.00
2594,86,1605500.00
2595,78,1487100.00
2596,90,1635000.00
2597,85,1531300.00
2598,90,1695900.00
2599,89,1651400.00
2600,87,1618800.00
2601,33,608700.00
2602,73,1234900.00
2603,95,1769900.00
2604,80,1516700.00
2605,91,1710700.00
2606,93,1740300.00
2607,83,1589300.00
2608,80,1427600.00
2609,80,1516700.00
2610,86,1607000.00
2611,86,1635200.00
2612,81,1501800.00
2613,87,1618800.00
2614,86,1577300.00
2615,92,1724000.00
2616,82,1577500.00
2617,80,1513700.00
2618,73,1322500.00
2619,89,1649900.00
2620,16,327400.00
2621,96,1784700.00
2622,73,1324000.00
2623,84,1574400.00
2624,92,1694300.00
2625,75,1352100.00
2626,83,1561100.00
2627,84,1544700.00
2628,84,1515000.00
2629,83,1562600.00
2630,81,1473600.00
2631,77,1353500.00
2632,84,1546200.00
2633,85,1559500.00
2634,82,1486900.00
2635,97,1799500.00
2636,86,1544600.00
2637,85,1618900.00
2638,79,1470700.00
2639,78,1455900.00
2640,97,1799500.00
2641,89,1679600.00
2642,83,1592300.00
2643,92,1666100.00
2644,87,1621800.00
2645,72,1279500.00
2646,88,1635100.00
2647,79,1501900.00
2648,84,1577400.00
2649,77,1473800.00
2650,74,1367000.00
2651,92,1724000.00
2652,87,1560900.00
2653,49,878200.00
2654,85,1532800.00
2655,77,1381700.00
2656,76,1457500.00
2657,83,1559600.00
2658,88,1664800.00
2659,88,1636600.00
2660,95,1768400.00
2661,19,401500.00
2662,78,1487100.00
2663,93,1710600.00
2664,77,1444100.00
2665,83,1501700.00
2666,80,1488500.00
2667,86,1602500.00
2668,27,579300.00
2669,84,1575900.00
2670,10,154000.00
2671,80,1518200.00
2672,81,1472100.00
2673,84,1607100.00
2674,86,1577300.00
2675,86,1607000.00
2676,86,1605500.00
2677,65,1115000.00
2678,78,1487100.00
2679,86,1577300.00
2680,78,1427700.00
2681,89,1651400.00
2682,85,1562500.00
2683,57,1054500.00
2684,78,1458900.00
2685,10,148000.00
2686,96,1755000.00
2687,70,1248400.00
2688,84,1546200.00
2689,80,1455800.00
2690,77,1444100.00
2691,82,1546300.00
2692,86,1575800.00
2693,82,1457200.00
2694,95,1769900.00
2695,80,1516700.00
2696,76,1426300.00
2697,79,1473700.00
2698,81,1501800.00
2699,74,1337300.00
2700,84,1546200.00
2701,81,1503300.00
2702,89,1681100.00
2703,80,1426100.00
2704,84,1575900.00
2705,83,1503200.00
2706,87,1589100.00
2707,81,1533000.00
2708,82,1515100.00
2709,68,1279700.00
2710,88,1636600.00
2711,82,1546300.00
2712,74,1399700.00
2713,71,1294400.00
2714,87,1621800.00
2715,84,1547700.00
2716,80,1458800.00
2717,77,1441100.00
2718,82,1457200.00
2719,83,1562600.00
2720,86,1635200.00
2721,85,1590700.00
2722,88,1605400.00
2723,81,1561200.00
2724,88,1666300.00
2725,91,1710700.00
2726,82,1458700.00
2727,90,1695900.00
2728,74,1427900.00
2729,83,1561100.00
2730,87,1650000.00
2731,70,1281100.00
2732,81,1531500.00
2733,86,1605500.00
2734,82,1544800.00
2735,84,1486800.00
2736,82,1516600.00
2737,94,1725400.00
2738,92,1694300.00
2739,73,1353700.00
2740,85,1592200.00
2741,82,1547800.00
2742,95,1740200.00
2743,91,1709200.00
2744,83,1443800.00
2745,88,1636600.00
2746,83,1532900.00
2747,92,1695800.00
2748,91,1710700.00
2749,85,1592200.00
2750,77,1414400.00
2751,20,297500.00
2752,95,1769900.00
2753,89,1651400.00
2754,83,1532900.00
2755,86,1517900.00
2756,91,1709200.00
2757,74,1396700.00
2758,89,1649900.00
2759,89,1621700.00
2760,82,1544800.00
2761,71,1352300.00
2762,87,1592100.00
2763,73,1292800.00
2764,78,1398000.00
2765,84,1546200.00
2766,77,1442600.00
2767,80,1515200.00
2768,76,1456000.00
2769,55,1026400.00
2770,87,1562400.00
2771,12,296400.00
2772,84,1575900.00
2773,132,1378200.00
2774,7,58200.00
2775,149,1599100.00
2776,143,1502600.00
2777,135,1422300.00
2778,142,1526200.00
2779,151,1551900.00
2780,150,1595000.00
2781,127,1403200.00
2782,130,1411500.00
2783,121,1222800.00
2784,131,1421300.00
2785,122,1266800.00
2786,146,1590800.00
2787,143,1534400.00
2788,146,1544300.00
2789,133,1419800.00
2790,142,1461000.00
2791,140,1492700.00
2792,144,1460300.00
2793,136,1412600.00
2794,134,1429600.00
2795,122,1249700.00
2796,138,1510500.00
2797,152,1675000.00
2798,161,1732500.00
2799,160,1624900.00
2800,159,1747100.00
2801,134,1331000.00
2802,139,1437200.00
2803,149,1567300.00
2804,146,1477500.00
2805,136,1397900.00
2806,131,1373200.00
2807,149,1616200.00
2808,140,1461700.00
2809,153,1601700.00
2810,147,1550900.00
2811,148,1559900.00
2812,133,1406700.00
2813,147,1504400.00
2814,127,1320900.00
2815,9,122700.00
2816,155,1549700.00
2817,85,876300.00
2818,150,1591800.00
2819,147,1533800.00
2820,145,1550800.00
2821,133,1324400.00
2822,152,1578000.00
2823,140,1491900.00
2824,150,1576300.00
2825,131,1336600.00
2826,149,1583600.00
2827,145,1502700.00
2828,148,1545200.00
2829,147,1518300.00
2830,133,1485000.00
2831,148,1508600.00
2832,134,1397000.00
2833,146,1460400.00
2834,132,1365100.00
2835,148,1512600.00
2836,137,1406100.00
2837,150,1593400.00
2838,136,1380800.00
2839,149,1520800.00
2840,139,1438800.00
2841,132,1380600.00
2842,45,436600.00
2843,148,1511000.00
2844,144,1410600.00
2845,135,1387300.00
2846,138,1492600.00
2847,170,1805500.00
2848,125,1304500.00
2849,159,1682700.00
2850,145,1470900.00
2851,132,1396100.00
2852,140,1414400.00
2853,134,1397000.00
2854,163,1733400.00
2855,149,1537100.00
2856,155,1667800.00
2857,132,1381400.00
2858,120,1232500.00
2859,138,1396400.00
2860,147,1568000.00
2861,154,1609900.00
2862,155,1618100.00
2863,134,1379900.00
2864,131,1389500.00
2865,135,1372600.00
2866,156,1608400.00
2867,140,1509800.00
2868,140,1510600.00
2869,136,1462300.00
2870,143,1505000.00
2871,127,1290700.00
2872,141,1469100.00
2873,132,1315400.00
2874,172,1788500.00
2875,143,1499400.00
2876,128,1410600.00
2877,144,1558900.00
2878,134,1362000.00
2879,153,1649800.00
2880,3,24600.00
2881,140,1461700.00
2882,131,1418900.00
2883,145,1567900.00
2884,141,1487000.00
2885,144,1477400.00
2886,152,1577200.00
2887,156,1627100.00
2888,136,1478600.00
2889,136,1396300.00
2890,157,1652400.00
2891,140,1460900.00
2892,153,1648200.00
2893,155,1650700.00
2894,144,1445600.00
2895,77,812300.00
2896,129,1290800.00
2897,136,1346600.00
2898,147,1518300.00
2899,139,1437200.00
2900,144,1494500.00
2901,147,1503600.00
2902,164,1757900.00
2903,142,1496000.00
2904,134,1429600.00
2905,146,1591600.00
2906,137,1436300.00
2907,144,1429300.00
2908,143,1505000.00
2909,155,1600200.00
2910,147,1519900.00
2911,145,1519800.00
2912,134,1445900.00
2913,148,1511800.00
2914,121,1257000.00
2915,119,1241400.00
2916,131,1385500.00
2917,146,1528000.00
2918,156,1609200.00
2919,123,1257100.00
2920,95,958300.00
2921,133,1420600.00
2922,140,1428300.00
2923,127,1273600.00
2924,144,1557300.00
2925,148,1545200.00
2926,133,1403500.00
2927,127,1257300.00
2928,146,1510900.00
2929,160,1676200.00
2930,132,1362700.00
2931,142,1510700.00
2932,22,263500.00
2933,149,1568900.00
2934,145,1439100.00
2935,141,1486200.00
2936,140,1443800.00
2937,140,1348400.00
2938,140,1462500.00
2939,138,1412700.00
2940,152,1642400.00
2941,148,1592500.00
2942,138,1394800.00
2943,124,1378600.00
2944,136,1460700.00
2945,121,1223600.00
2946,141,1438900.00
2947,144,1445600.00
2948,135,1421500.00
2949,150,1528200.00
2950,150,1592600.00
2951,145,1535300.00
2952,141,1504100.00
2953,147,1585100.00
2954,136,1493300.00
2955,132,1346400.00
2956,146,1577700.00
2957,31,320200.00
2958,146,1512500.00
2959,153,1600900.00
2960,142,1478100.00
2961,140,1461700.00
2962,123,1224500.00
2963,138,1478700.00
2964,174,1806500.00
2965,128,1394300.00
2966,135,1406000.00
2967,157,1682600.00
2968,153,1650600.00
2969,152,1576400.00
2970,113,1173500.00
2971,148,1494700.00
2972,137,1470500.00
2973,11,106500.00
2974,148,1511800.00
2975,138,1396400.00
2976,134,1379100.00
2977,136,1362900.00
2978,141,1470700.00
2979,141,1453600.00
2980,158,1626400.00
2981,143,1468400.00
2982,132,1396100.00
2983,140,1382600.00
2984,145,1533700.00
2985,132,1414000.00
2986,129,1337300.00
2987,33,338200.00
2988,137,1420000.00
2989,143,1535200.00
2990,146,1528000.00
2991,129,1369900.00
2992,159,1700600.00
2993,141,1451200.00
2994,137,1468900.00
2995,143,1486300.00
2996,24,215500.00
2997,137,1371100.00
2998,143,1486300.00
2999,158,1626400.00
3000,143,1438200.00
3001,141,1484600.00
3002,136,1429700.00
3003,144,1558100.00
3004,143,1486300.00
3005,144,1495300.00
3006,134,1360400.00
3007,152,1544600.00
3008,105,1026400.00
3009,132,1283600.00
3010,148,1528100.00
3011,154,1578100.00
3012,134,1381500.00
3013,143,1421100.00
3014,139,1535800.00
3015,141,1469100.00
3016,138,1363000.00
3017,126,1395000.00
3018,141,1405500.00
3019,146,1544300.00
3020,144,1544200.00
3021,139,1404600.00
3022,140,1461700.00
3023,157,1618200.00
3024,141,1502500.00
3025,146,1559800.00
